Food,MealType,DietType,Calories,Protein,Fat,Price
Paneer Roll,Fast Food,Veg,557,18,25,194
Curd Rice + Pickle,Lunch,Veg,350,12,13,84
Idly (4 pcs) + Sambar + Chutney,Breakfast,Veg,342,13,3,66
Thengai Paal Dosai,Breakfast,Veg,344,12,22,115
Poriyal + Rice + Dal,Lunch,Veg,513,15,6,98
Poha (Aval) + Chutney,Snacks,Veg,232,5,11,77
Pongal + Vada + Sambar,Dinner,Veg,466,13,24,89
Idiyappam + Coconut Milk,Breakfast,Veg,319,10,10,100
Thengai Paal Dosai,Breakfast,Veg,417,9,15,82
Masala Vada Pav,Fast Food,Veg,362,9,18,119
Chettinad Chicken Curry + Rice,Lunch,Non-Veg,706,41,32,153
Variety Rice (Festival Special),Lunch,Veg,479,14,10,96
Veg Fried Rice,Fast Food,Veg,572,14,16,190
Chicken Lollipop,Snacks,Non-Veg,338,31,15,257
Veg Momos,Fast Food,Veg,303,11,9,125
Cheese Veg Burger,Fast Food,Veg,554,18,29,173
Mutton Seekh Roll,Fast Food,Non-Veg,625,34,19,344
Idly (2 pcs) + Sambar + Chutney,Breakfast,Veg,181,7,3,54
Kottu Parotta (Chicken),Dinner,Non-Veg,583,40,32,278
Dosai + Chicken Curry,Dinner,Non-Veg,635,29,20,234
Fish Curry + Rice,Dinner,Non-Veg,668,35,24,224
Paneer Roll,Snacks,Veg,440,19,20,178
Parotta + Veg Salna,Dinner,Veg,556,16,35,110
Masala Vada Pav,Fast Food,Veg,305,9,17,77
Thaen Kaapi (Honey Coffee),Breakfast,Veg,123,3,4,44
Chappatti + Kurma,Dinner,Veg,422,17,15,105
Chicken 65,Snacks,Non-Veg,405,41,29,101
Tender Coconut Water,Snacks,Veg,82,1,1,50
Fresh Fruit Juice,Breakfast,Veg,178,2,2,67
Cheese Veg Burger,Fast Food,Veg,502,14,25,237
Kottu Parotta (Veg),Dinner,Veg,547,17,25,175
Fish and Chips,Fast Food,Non-Veg,790,44,37,343
Egg Dosai,Breakfast,Non-Veg,319,20,10,72
Rava Dosai,Breakfast,Veg,343,5,10,81
Fish Biryani,Dinner,Non-Veg,876,43,29,377
Tomato Rice,Dinner,Veg,477,11,11,58
Chappatti + Kurma,Breakfast,Veg,383,14,8,118
Peas Pulao + Raita,Lunch,Veg,459,14,11,175
Mutton Meals (Full),Lunch,Non-Veg,1079,51,48,385
Samosa,Snacks,Veg,239,4,21,35
Jigarthanda,Snacks,Veg,302,11,9,116
Kottu Parotta (Veg),Dinner,Veg,478,13,26,151
Cheese Veg Burger,Fast Food,Veg,537,20,30,266
Chicken Momos,Fast Food,Non-Veg,375,22,22,254
Puttu + Kadala Curry,Breakfast,Veg,430,12,14,77
Tomato Rice,Dinner,Veg,419,9,9,107
Idiyappam + Coconut Milk,Breakfast,Veg,356,5,6,65
Paniyaram + Chutney,Breakfast,Veg,393,9,17,55
Chicken Tikka Pizza,Fast Food,Non-Veg,808,51,35,674
Set Dosai + Sambar,Breakfast,Veg,335,11,10,92
Chappatti + Dal Fry,Lunch,Veg,487,18,16,148
Kottu Parotta (Veg),Dinner,Veg,504,14,24,193
Parotta + Mutton Salna,Dinner,Non-Veg,701,47,29,208
Idiyappam + Kurma,Dinner,Veg,400,11,13,159
Fish Biryani,Dinner,Non-Veg,639,44,30,205
Kottu Parotta (Veg),Dinner,Veg,629,18,17,200
Plain Dosai + Chutney,Breakfast,Veg,266,6,11,44
Parotta + Kurma,Breakfast,Veg,643,11,19,70
Kottu Parotta (Chicken),Dinner,Non-Veg,717,45,24,226
Curd Rice + Pickle,Dinner,Veg,438,9,6,115
Bonda + Chutney,Snacks,Veg,297,7,10,54
Fish Fry + Rice,Lunch,Non-Veg,693,39,23,195
Idly + Chicken Kurma,Dinner,Non-Veg,435,32,20,151
Mutton Samosa,Snacks,Non-Veg,388,14,26,58
Fish and Chips,Fast Food,Non-Veg,623,43,36,349
Parotta + Chicken Salna,Dinner,Non-Veg,640,45,28,148
Fish Fry + Rice,Lunch,Non-Veg,646,41,27,272
Egg Fried Rice,Fast Food,Non-Veg,543,23,17,185
Paneer Tikka Pizza,Fast Food,Veg,882,34,37,303
Idly + Chicken Kurma,Dinner,Non-Veg,577,44,12,216
Peas Pulao + Raita,Lunch,Veg,556,15,10,127
French Fries,Fast Food,Veg,459,4,18,166
Chicken 65,Snacks,Non-Veg,391,42,21,206
Paneer Tikka Pizza,Fast Food,Veg,995,30,24,577
Parotta + Chicken Salna,Lunch,Non-Veg,622,47,39,235
Pongal + Vada + Sambar,Dinner,Veg,570,14,18,141
Chappatti + Kurma,Dinner,Veg,478,11,14,69
Chicken Biryani (Ambur Style),Lunch,Non-Veg,884,51,26,219
Curd Rice + Pickle,Lunch,Veg,361,10,8,107
Egg Pongal,Breakfast,Non-Veg,432,24,19,81
Keema Parotta,Breakfast,Non-Veg,610,36,29,121
Masala Dosai,Breakfast,Veg,385,10,18,111
Plain Dosai + Chutney,Dinner,Veg,313,6,9,47
Keerai Dosai,Breakfast,Veg,274,10,9,70
Chicken Biryani,Dinner,Non-Veg,618,47,29,166
Egg Pongal,Breakfast,Non-Veg,476,23,16,76
Sundal (Kadala/Peas),Snacks,Veg,201,11,6,58
Pongal + Vada + Sambar,Dinner,Veg,527,13,22,96
Plain Dosai + Chutney,Breakfast,Veg,231,7,10,66
Chicken Tikka Pizza,Fast Food,Non-Veg,1095,35,41,665
Tamarind Rice (Puliyodharai),Lunch,Veg,447,12,9,120
Veg Noodles,Fast Food,Veg,431,10,17,214
Meals (Full Thali),Lunch,Veg,734,23,13,171
Tamarind Rice (Puliyodharai),Lunch,Veg,435,6,15,96
Parotta + Mutton Salna,Dinner,Non-Veg,763,56,37,210
Kadalai Mittai (Peanut Chikki),Snacks,Veg,305,11,8,16
Paneer Roll,Fast Food,Veg,495,18,14,234
Fish Biryani,Lunch,Non-Veg,837,41,26,251
Prawn Masala + Rice,Lunch,Non-Veg,610,51,22,347
Chicken Kadai + Idly,Breakfast,Non-Veg,603,36,23,228
Pani Puri (TN Style),Snacks,Veg,154,4,11,67
Kara Pongal + Chutney,Breakfast,Veg,379,13,18,104
Pongal + Sambar + Chutney,Breakfast,Veg,323,10,10,108
Chicken Puff,Snacks,Non-Veg,440,25,20,92
Veg Fried Rice,Fast Food,Veg,551,8,14,188
Egg Curry + Rice,Dinner,Non-Veg,598,34,24,150
Veg Burger,Fast Food,Veg,470,17,25,153
Fish Curry + Rice,Lunch,Non-Veg,477,50,21,148
Veg Fried Rice,Fast Food,Veg,449,10,10,176
Veg Burger,Fast Food,Veg,387,10,18,196
Ven Pongal,Breakfast,Veg,334,14,10,94
Jigarthanda,Snacks,Veg,339,7,15,65
Kottu Parotta (Chicken),Dinner,Non-Veg,757,35,30,277
Chicken Burger,Fast Food,Non-Veg,595,37,26,274
Masala Omelette + Parotta,Breakfast,Non-Veg,475,29,26,99
